用例ID,用例名称,执行步骤,预期结果,转人工触发条件,测试目标,前置条件,测试数据,测试数据（英文提问）,执行阶段,是否使用新会话,实际回复内容（英文）,是否存在知识库,知识库是否命中（日志）,知识库命中（人工复核）,日志客户标签,LLM推测预期标签,LLM判定客户标签是否准确,客户标签准确（人工复核）,转人工预期,日志转人工,转人工是否准确,转人工准确（人工复核）,语义是否合理（LLM）,回复是否准确（LLM）,回复准确（人工复核）,服务端真实耗时,接口响应时长,备注
TC-H70-052-N,[售后/保修基础信息] 保修期多长？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"HOT 70 Pro 5G comes with a standard 1-year manufacturer warranty covering hardware defects. Accessories may have separate warranty terms.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,保修期多长？,ওয়ারেন্টি সময়কাল কত?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-052-H-C01,[售后/保修基础信息] 保修期多长？【条件式转人工场景：User inquiries about specific warranty coverage】,步骤1：先执行关联标准用例“TC-H70-052-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“User inquiries about specific warranty coverage”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“User inquiries about specific warranty coverage”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,User inquiries about specific warranty coverage,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-052-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：User inquiries about specific warranty coverage,নির্দিষ্ট ওয়ারেন্টি কভারেজ সম্পর্কে ব্যবহারকারীর প্রশ্ন—এতে কি আপনি আমাকে সাহায্য করতে পারেন?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-052-H-C02,[售后/保修基础信息] 保修期多长？【条件式转人工场景：accessory warranty】,步骤1：先执行关联标准用例“TC-H70-052-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“accessory warranty”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“accessory warranty”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,accessory warranty,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-052-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：accessory warranty,অ্যাকসেসরি ওয়ারেন্টি—এতে কি আপনি আমাকে সাহায্য করতে পারেন?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-052-H-C03,[售后/保修基础信息] 保修期多长？【条件式转人工场景：extended warranty should be transferred to a human agent】,步骤1：先执行关联标准用例“TC-H70-052-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“extended warranty should be transferred to a human agent”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“extended warranty should be transferred to a human agent”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,extended warranty should be transferred to a human agent,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-052-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：extended warranty should be transferred to a human agent,বর্ধিত ওয়ারেন্টি হলে কি তা একজন মানব এজেন্টের কাছে স্থানান্তর করা উচিত—এতে কি আপনি আমাকে সাহায্য করতে পারেন?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-053-N,[人工兜底规则] 售后服务中心在哪里？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,售后服务中心在哪里？,বিক্রয়োত্তর সেবা কেন্দ্র কোথায়?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-054-N,[售后/保修基础信息] 手机出问题怎么办？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"If you experience any issues with your HOT 70 Pro 5G, please visit any authorized Infinix service center with your device and proof of purchase. Our after-sales team will assist you with diagnosis and repair under warranty.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,手机出问题怎么办？,আমার ফোনে সমস্যা হলে আমার কী করা উচিত?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-054-H-C01,[售后/保修基础信息] 手机出问题怎么办？【条件式转人工场景：Hardware issues that cannot be resolved remotely】,步骤1：先执行关联标准用例“TC-H70-054-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Hardware issues that cannot be resolved remotely”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Hardware issues that cannot be resolved remotely”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Hardware issues that cannot be resolved remotely,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-054-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Hardware issues that cannot be resolved remotely,আপনি কি আমাকে সেই হার্ডওয়্যার সমস্যাগুলোতে সাহায্য করতে পারেন যেগুলো দূর থেকে সমাধান করা যায় না?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-054-H-C02,[售后/保修基础信息] 手机出问题怎么办？【条件式转人工场景：warranty disputes】,步骤1：先执行关联标准用例“TC-H70-054-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“warranty disputes”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“warranty disputes”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,warranty disputes,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-054-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：warranty disputes,আপনি কি আমাকে ওয়ারেন্টি সংক্রান্ত বিরোধে সাহায্য করতে পারেন?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-054-H-C03,[售后/保修基础信息] 手机出问题怎么办？【条件式转人工场景：should be transferred to a human agent】,步骤1：先执行关联标准用例“TC-H70-054-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“should be transferred to a human agent”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“should be transferred to a human agent”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,should be transferred to a human agent,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-054-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：should be transferred to a human agent,আপনি কি আমাকে এ বিষয়ে সাহায্য করতে পারেন যে এটি কি একজন মানব এজেন্টের কাছে স্থানান্তর করা উচিত?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-055-N,[预订规则] 门店支持哪些付款方式？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Payment methods may vary by store. Most Infinix stores accept cash, bank card, and mobile financial services (e.g., bKash, Nagad).For this campaign, users who pay the final balance with Palmpay after successful pre-order and pickup can get an instant BDT 2,000 discount.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,门店支持哪些付款方式？,দোকানে কোন কোন পেমেন্ট পদ্ধতি সমর্থিত?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-055-H-C01,[预订规则] 门店支持哪些付款方式？【条件式转人工场景：Transfer to a human agent when the user asks about payment methods supported by a specific store】,步骤1：先执行关联标准用例“TC-H70-055-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent when the user asks about payment methods supported by a specific store”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent when the user asks about payment methods supported by a specific store”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent when the user asks about payment methods supported by a specific store,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-055-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent when the user asks about payment methods supported by a specific store,"আপনি কি আমাকে সেই ক্ষেত্রে সাহায্য করতে পারেন যখন ব্যবহারকারী নির্দিষ্ট একটি দোকানে সমর্থিত পেমেন্ট পদ্ধতি সম্পর্কে জিজ্ঞাসা করেন, তখন একজন মানব এজেন্টের কাছে স্থানান্তর করা হয়?",,否,,是,,,,,,,是,,,,,,,,,
TC-H70-055-H-C02,[预订规则] 门店支持哪些付款方式？【条件式转人工场景：when payment fails】,步骤1：先执行关联标准用例“TC-H70-055-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“when payment fails”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“when payment fails”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,when payment fails,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-055-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：when payment fails,আপনি কি আমাকে পেমেন্ট ব্যর্থ হলে সাহায্য করতে পারেন?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-056-N,[提机规则] 支持送货上门吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Currently, the campaign requires in-store pickup at the selected Infinix store. Please visit your selected store during August 12–16, 2026 to pay the final balance and collect the device.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,支持送货上门吗？,আপনি কি হোম ডেলিভারি সমর্থন করেন?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-057-N,[免单活动] 预购福利和免单活动能同时参加吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Yes. Eligible users can enjoy the Palmpay instant BDT 2,000 discount after successful pre-order, pickup, and final payment with Palmpay, and can also join the WhatsApp free-order lucky draw after adding the official WhatsApp account and uploading the required information.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,预购福利和免单活动能同时参加吗？,প্রি-অর্ডার সুবিধা এবং ফ্রি অর্ডার কার্যক্রম কি একই সময়ে অংশগ্রহণ করা যায়?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-058-N,[HOT 70 Pro 商品信息] HOT 70 Pro 和其他 Infinix 手机有什么区别？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"HOT 70 Pro 5G is our latest flagship-level device featuring 144Hz display, SONY camera system, IP68 protection, 6000mAh battery, color-changing design, and DIY Cube LED.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,HOT 70 Pro 和其他 Infinix 手机有什么区别？,HOT 70 Pro এবং অন্যান্য Infinix ফোনের মধ্যে পার্থক্য কী?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-058-H-C01,[HOT 70 Pro 商品信息] HOT 70 Pro 和其他 Infinix 手机有什么区别？【条件式转人工场景：Transfer to a human agent when the user needs detailed parameter comparisons】,步骤1：先执行关联标准用例“TC-H70-058-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent when the user needs detailed parameter comparisons”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent when the user needs detailed parameter comparisons”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent when the user needs detailed parameter comparisons,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-058-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent when the user needs detailed parameter comparisons,"আপনি কি আমাকে সেই ক্ষেত্রে সাহায্য করতে পারেন যখন ব্যবহারকারীর বিস্তারিত প্যারামিটার তুলনার প্রয়োজন হয়, তখন একজন মানব এজেন্টের কাছে স্থানান্তর করা হয়?",,否,,是,,,,,,,是,,,,,,,,,
TC-H70-058-H-C02,[HOT 70 Pro 商品信息] HOT 70 Pro 和其他 Infinix 手机有什么区别？【条件式转人工场景：purchase advice】,步骤1：先执行关联标准用例“TC-H70-058-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“purchase advice”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“purchase advice”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,purchase advice,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-058-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：purchase advice,আপনি কি আমাকে কেনাকাটার পরামর্শে সাহায্য করতে পারেন?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-059-N,[人工兜底规则] 预订后能修改手机号吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,预订后能修改手机号吗？,বুকিংয়ের পরে কি আমি ফোন নম্বর পরিবর্তন করতে পারি?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-060-N,[人工兜底规则] 怎么查我的预订状态？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,怎么查我的预订状态？,আমি কীভাবে আমার বুকিংয়ের অবস্থা পরীক্ষা করতে পারি?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-061-N,[门店信息] 门店营业时间是什么？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Store hours may vary by location. Most Infinix stores are open from 10:00 AM to 9:00 PM. For the exact opening hours of your selected store, please tap ""Find a Store"" .
[https://hk-paas.transsion.com/cmp-campaign-h5/hot70/view/online](https://hk-paas.transsion.com/cmp-campaign-h5/hot70/view/online)

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,门店营业时间是什么？,দোকানের খোলার সময় কখন?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-061-H-C01,[门店信息] 门店营业时间是什么？【条件式转人工场景：Transfer to a human agent when the user asks about the business hours of a specific store】,步骤1：先执行关联标准用例“TC-H70-061-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent when the user asks about the business hours of a specific store”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent when the user asks about the business hours of a specific store”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent when the user asks about the business hours of a specific store,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-061-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent when the user asks about the business hours of a specific store,"আপনি কি আমাকে সেই ক্ষেত্রে সাহায্য করতে পারেন যখন ব্যবহারকারী নির্দিষ্ট একটি দোকানের ব্যবসায়িক সময় সম্পর্কে জিজ্ঞাসা করেন, তখন একজন মানব এজেন্টের কাছে স্থানান্তর করা হয়?",,否,,是,,,,,,,是,,,,,,,,,
TC-H70-062-N,[人工兜底规则] 如果我今天不能提机，能不能让家人代提？需要带什么材料？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,如果我今天不能提机，能不能让家人代提？需要带什么材料？,"আজ যদি আমি ফোনটি নিতে না পারি, তবে কি পরিবারের কোনো সদস্য আমার হয়ে এটি নিতে পারবেন? কী কী নথি/উপকরণ প্রয়োজন?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-063-N,[人工兜底规则] 门店说活动结束了，但我是在活动期内下单的，还能不能提？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,门店说活动结束了，但我是在活动期内下单的，还能不能提？,"দোকান বলেছে প্রচারণাটি শেষ হয়ে গেছে, কিন্তু আমি প্রচারণা চলাকালীন আমার অর্ডার দিয়েছিলাম। আমি কি এখনও এটি নিতে পারি?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-064-N,[人工兜底规则] 为什么别人同一门店能提，我不能提？资格规则到底是什么？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,为什么别人同一门店能提，我不能提？资格规则到底是什么？,"একই দোকানে অন্যরা কেন ফোনটি নিতে পারে, কিন্তু আমি পারছি না? যোগ্যতার নিয়মগুলো ঠিক কী?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-065-N,[人工兜底规则] 核销时显示型号不匹配，但我预约的就是这个型号啊【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,核销时显示型号不匹配，但我预约的就是这个型号啊,"যাচাইয়ের সময় এটি মডেল অমিল দেখিয়েছে, কিন্তু এটিই সেই মডেল যা আমি বুক করেছি।",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-066-N,[人工兜底规则] 我不想买了，取消后多久能退我定金？会不会影响我以后参与活动？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,我不想买了，取消后多久能退我定金？会不会影响我以后参与活动？,আমি আর এটি কিনতে চাই না। আমি বাতিল করার পরে আমার ডিপোজিট ফেরত পেতে কত সময় লাগবে? এটি কি ভবিষ্যতের প্রচারণায় অংশগ্রহণের আমার ক্ষমতাকে প্রভাবিত করবে?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-067-N,[人工兜底规则] 你们说可以换，门店说不行，那我该听谁的？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,你们说可以换，门店说不行，那我该听谁的？,"আপনি বলছেন এটা বিনিময় করা যাবে, কিন্তু দোকান বলছে যাবে না। তাহলে আমার কাকে বিশ্বাস করা উচিত?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-068-N,[官方身份说明] 方便语音聊天嘛，我不想打字【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Sorry, it's inconvenient for me to listen to voice messages or take calls. Can we chat by typing instead?

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,方便语音聊天嘛，我不想打字,ভয়েস চ্যাট ব্যবহার করা কি সুবিধাজনক? আমি টাইপ করতে চাই না।,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-069-N,[官方身份说明] 请问我是和人聊天还是AI？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Hi, I’m the official Infinix WhatsApp assistant for the Hot 70 campaign. I can help with Hot 70 product details, reservation steps, campaign benefits, pickup rules, and store information.
If your question needs further support, I can also transfer you to a human agent.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,请问我是和人聊天还是AI？,"আমি কি একজন মানুষের সাথে কথা বলছি, নাকি AI-এর সাথে?",,是,,是,,,,,,,否,,,,,,,,,
