用例ID,用例名称,执行步骤,预期结果,转人工触发条件,测试目标,前置条件,测试数据,测试数据（英文提问）,执行阶段,是否使用新会话,实际回复内容（英文）,是否存在知识库,知识库是否命中（日志）,知识库命中（人工复核）,日志客户标签,LLM推测预期标签,LLM判定客户标签是否准确,客户标签准确（人工复核）,转人工预期,日志转人工,转人工是否准确,转人工准确（人工复核）,语义是否合理（LLM）,回复是否准确（LLM）,回复准确（人工复核）,服务端真实耗时,接口响应时长,备注
TC-H70-037-N,[免单活动] 只预订没提机能参加吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"No. You must complete in-store pickup and submit the required proof before you officially receive a lucky draw entry.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,只预订没提机能参加吗？,Can I participate if I only made a reservation but didn't pick up the phone?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-038-N,[免单活动] 买别的机型能参加吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"No. This campaign is only for the specified model, Infinix HOT 70 Pro 5G.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,买别的机型能参加吗？,Can I participate if I buy another model?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-039-N,[免单活动] 活动期之外买的算吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"No. The campaign period is August 1, 2026 00:00:00 to August 16, 2026 23:59:59. Pre-order must be completed during August 1–11, and final payment / pickup during August 12–16.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,活动期之外买的算吗？,Does it count if it was bought outside the active period?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-040-N,[免单活动] 发预定订单截图就能抽奖了吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Sending a pre-order screenshot only helps lock your lucky draw eligibility.

You still need to complete in-store pickup before you officially enter the lucky draw pool.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,发预定订单截图就能抽奖了吗？,Can I draw a lottery by sending a screenshot of the reservation order?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-041-N,[免单活动] 怎么正式获得抽奖名额？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"After completing in-store pickup, send customer service a clear selfie showing you and the new phone. You will then enter the lucky draw pool.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,怎么正式获得抽奖名额？,How to formally obtain a lottery entry?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-042-N,[免单活动] 为什么要发露脸照片？不发可以吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"The face photo is used to verify that you personally completed pickup and to keep the campaign fair.

If you do not want to send a face photo, you may use  pickup proof and the ordering phone number instead.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,为什么要发露脸照片？不发可以吗？,Why post a photo showing your face? Is it okay not to post?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-043-N,[免单活动] 一个人能有几个抽奖名额？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Each successfully purchased and picked-up HOT 70 Pro, with proof submitted, gives you 1 lucky draw entry.

The same order will not be counted repeatedly.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,一个人能有几个抽奖名额？,How many lottery entries can one person have?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-044-N,[免单活动] 订单截图在哪里找？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"You can find the order screenshot on the confirmation page or in the information shown after submitting your pre-order.

Send it to customer service to lock your eligibility.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,订单截图在哪里找？,Where can I find the order screenshot?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-044-H-C01,[免单活动] 订单截图在哪里找？【条件式转人工场景：the user still cannot find the booking information】,步骤1：先执行关联标准用例“TC-H70-044-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“the user still cannot find the booking information”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“the user still cannot find the booking information”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,the user still cannot find the booking information,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-044-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：the user still cannot find the booking information,Could you help me with the user still cannot find the booking information?,P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-044-H-C02,[免单活动] 订单截图在哪里找？【条件式转人工场景：booking page】,步骤1：先执行关联标准用例“TC-H70-044-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“booking page”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“booking page”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,booking page,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-044-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：booking page,Could you help me with booking page?,P2,否,,是,,,,,,,是,,,,,,,,,
TC-H70-045-N,[人工兜底规则] 可以预约到店时间吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,可以预约到店时间吗？,Can I make an appointment for in-store time?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-046-N,[免单活动] 什么时候开奖？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"The winner will be announced on August 17, 2026.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,什么时候开奖？,When will the lottery draw be held?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-047-N,[免单活动] 线上免单活动是真的吗？会不会是骗人的？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Yes. The online purchase reimbursement campaign is an official campaign, and the winner announcement will be open and transparent.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,线上免单活动是真的吗？会不会是骗人的？,Is the online free order activity real? Could it be a scam?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-048-N,[HOT 70 Pro 商品信息] HOT 70 Pro 的 RAM 和存储是多少？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"HOT 70 Pro 5G comes with 8GB RAM + 128GB storage. It also supports virtual RAM expansion for smoother multitasking.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,HOT 70 Pro 的 RAM 和存储是多少？,What is the RAM and storage of the HOT 70 Pro?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-049-N,[HOT 70 Pro 商品信息] HOT 70 Pro 刷新率多少？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"HOT 70 Pro 5G+ has a 6.76-inch FHD+ LTPS LCD display with 144Hz high refresh rate and 960 nits peak brightness for an immersive viewing experience.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,HOT 70 Pro 刷新率多少？,What is the  refresh rate of the HOT 70 Pro?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-050-N,[HOT 70 Pro 商品信息] HOT 70 Pro 电池多大？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"HOT 70 Pro 5G comes with a 6000mAh battery with fast charging support.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,HOT 70 Pro 电池多大？,What is the battery capacity of the HOT 70 Pro?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-050-H-C01,[HOT 70 Pro 商品信息] HOT 70 Pro 电池多大？【条件式转人工场景：Transfer to a human agent when the user asks charging duration】,步骤1：先执行关联标准用例“TC-H70-050-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent when the user asks charging duration”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent when the user asks charging duration”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent when the user asks charging duration,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-050-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent when the user asks charging duration,Could you help me with Transfer to a human agent when the user asks charging duration?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-050-H-C02,[HOT 70 Pro 商品信息] HOT 70 Pro 电池多大？【条件式转人工场景：full-charge time】,步骤1：先执行关联标准用例“TC-H70-050-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“full-charge time”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“full-charge time”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,full-charge time,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-050-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：full-charge time,Could you help me with full-charge time?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-050-H-C03,[HOT 70 Pro 商品信息] HOT 70 Pro 电池多大？【条件式转人工场景：real-life battery endurance】,步骤1：先执行关联标准用例“TC-H70-050-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“real-life battery endurance”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“real-life battery endurance”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,real-life battery endurance,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-050-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：real-life battery endurance,Could you help me with real-life battery endurance?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-051-N,[HOT 70 Pro 商品信息] 出厂系统版本是什么？支持 Google 服务吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"HOT 70 Pro 5G comes with XOS 16 based on Android 16 and supports full Google Mobile Services (GMS), including Google Play Store, Gmail, YouTube, and more. It also receives 3 years of OS updates and 5 years of security updates.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,出厂系统版本是什么？支持 Google 服务吗？,What is the factory system version? Does it support Google services?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-052-N,[售后/保修基础信息] 保修期多长？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"HOT 70 Pro 5G comes with a standard 1-year manufacturer warranty covering hardware defects. Accessories may have separate warranty terms.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,保修期多长？,How long is the warranty period?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-052-H-C01,[售后/保修基础信息] 保修期多长？【条件式转人工场景：User inquiries about specific warranty coverage】,步骤1：先执行关联标准用例“TC-H70-052-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“User inquiries about specific warranty coverage”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“User inquiries about specific warranty coverage”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,User inquiries about specific warranty coverage,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-052-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：User inquiries about specific warranty coverage,Could you help me with User inquiries about specific warranty coverage?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-052-H-C02,[售后/保修基础信息] 保修期多长？【条件式转人工场景：accessory warranty】,步骤1：先执行关联标准用例“TC-H70-052-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“accessory warranty”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“accessory warranty”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,accessory warranty,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-052-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：accessory warranty,Could you help me with accessory warranty?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-052-H-C03,[售后/保修基础信息] 保修期多长？【条件式转人工场景：extended warranty should be transferred to a human agent】,步骤1：先执行关联标准用例“TC-H70-052-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“extended warranty should be transferred to a human agent”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“extended warranty should be transferred to a human agent”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,extended warranty should be transferred to a human agent,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-052-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：extended warranty should be transferred to a human agent,Could you help me with extended warranty should be transferred to a human agent?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-053-N,[人工兜底规则] 售后服务中心在哪里？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,售后服务中心在哪里？,Where is the after-sales service center?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-054-N,[售后/保修基础信息] 手机出问题怎么办？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"If you experience any issues with your HOT 70 Pro 5G, please visit any authorized Infinix service center with your device and proof of purchase. Our after-sales team will assist you with diagnosis and repair under warranty.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,手机出问题怎么办？,What should I do if my phone has a problem?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-054-H-C01,[售后/保修基础信息] 手机出问题怎么办？【条件式转人工场景：Hardware issues that cannot be resolved remotely】,步骤1：先执行关联标准用例“TC-H70-054-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Hardware issues that cannot be resolved remotely”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Hardware issues that cannot be resolved remotely”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Hardware issues that cannot be resolved remotely,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-054-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Hardware issues that cannot be resolved remotely,Could you help me with Hardware issues that cannot be resolved remotely?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-054-H-C02,[售后/保修基础信息] 手机出问题怎么办？【条件式转人工场景：warranty disputes】,步骤1：先执行关联标准用例“TC-H70-054-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“warranty disputes”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“warranty disputes”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,warranty disputes,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-054-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：warranty disputes,Could you help me with warranty disputes?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-054-H-C03,[售后/保修基础信息] 手机出问题怎么办？【条件式转人工场景：should be transferred to a human agent】,步骤1：先执行关联标准用例“TC-H70-054-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“should be transferred to a human agent”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“should be transferred to a human agent”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,should be transferred to a human agent,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-054-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：should be transferred to a human agent,Could you help me with should be transferred to a human agent?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-055-N,[预订规则] 门店支持哪些付款方式？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Payment methods may vary by store. Most Infinix stores accept cash, bank card, and mobile financial services (e.g., bKash, Nagad).For this campaign, users who pay the final balance with Palmpay after successful pre-order and pickup can get an instant BDT 2,000 discount.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,门店支持哪些付款方式？,What payment methods are supported in the store?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-055-H-C01,[预订规则] 门店支持哪些付款方式？【条件式转人工场景：Transfer to a human agent when the user asks about payment methods supported by a specific store】,步骤1：先执行关联标准用例“TC-H70-055-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent when the user asks about payment methods supported by a specific store”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent when the user asks about payment methods supported by a specific store”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent when the user asks about payment methods supported by a specific store,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-055-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent when the user asks about payment methods supported by a specific store,Could you help me with Transfer to a human agent when the user asks about payment methods supported by a specific store?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-055-H-C02,[预订规则] 门店支持哪些付款方式？【条件式转人工场景：when payment fails】,步骤1：先执行关联标准用例“TC-H70-055-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“when payment fails”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“when payment fails”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,when payment fails,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-055-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：when payment fails,Could you help me with when payment fails?,,否,,是,,,,,,,是,,,,,,,,,
